date,daily_incidence,daily_deaths,daily_recoveries,I_proxy_D5,I_proxy_D7,I_proxy_D10,I_proxy_D14,I_proxy,observed_simple,observed_context,context_activity,gap_length,H_synthetic_seiqhrs
2021-02-03,722,8,457,3758,5341,8017,10653,3758,1,1,4499,0,1270.5176623695122
2021-02-04,765,7,699,3751,5317,7650,10044,3751,1,1,4233,0,1324.7461977630144
2021-02-05,795,8,491,3769,5318,7698,10193,3769,1,1,4297,0,1375.8638520132706
2021-02-06,675,10,434,3748,5221,7576,10252,3748,1,1,3626,0,1425.712161619235
2021-02-07,554,12,532,3511,4998,7341,10806,3511,1,1,4514,0,1472.8921164534663
2021-02-08,790,11,218,3579,5092,7337,10464,3579,1,1,4169,0,1516.6543726812215
2021-02-09,0,0,0,2814,4301,6565,9717,2814,0,0,4164,1,1560.0124993650952
2021-02-10,1489,28,754,3508,5068,7277,10409,3508,1,1,2000,0,1595.45128816918
2021-02-11,656,9,1013,3489,4959,7237,10276,3489,1,1,4058,0,1632.11361031124
2021-02-12,0,19,0,2935,4164,6446,9482,2935,0,0,4342,2,1668.5981081452096
2021-02-13,0,0,0,2145,3489,5724,8710,2145,0,0,4818,2,1687.9564902105162
2021-02-14,1779,4,1676,3924,4714,6738,9712,3924,1,1,2040,0,1710.592668541842
2021-02-15,418,3,573,2853,4342,6361,9434,2853,1,1,3343,0,1747.127040743506
2021-02-16,476,0,677,2673,4818,6162,9119,2673,1,1,3791,0,1765.390549749574
2021-02-17,490,4,1491,3163,3819,6098,8887,3163,1,1,3777,0,1769.7862314149288
2021-02-18,598,5,502,3761,3761,5906,8720,3761,1,1,2804,0,1804.8256151531816
2021-02-19,506,5,347,2488,4267,6412,8431,2488,1,1,2936,0,1827.7898566065076
2021-02-20,0,2,0,2070,4267,4923,7756,2070,0,0,3421,1,1836.7946569859596
2021-02-21,914,4,1316,2508,3402,5181,8116,2508,1,1,2643,0,1849.4108099063756
2021-02-22,458,6,923,2476,3442,5639,7784,2476,1,1,2903,0,1874.289255613208
2021-02-23,455,0,969,2333,3421,6094,8239,2333,1,1,2809,0,1879.1006532626911
2021-02-24,626,5,560,2453,3557,4941,7376,2453,1,1,2960,0,1876.31396614266
2021-02-25,402,3,565,2855,3361,4925,7122,2855,1,1,2681,0,1881.176290278368
2021-02-26,409,5,274,2350,3264,4858,7531,2350,1,1,2705,0,1888.7707523867923
2021-02-27,322,4,471,2214,3586,4690,7853,2214,1,1,2840,0,1889.7965545170175
2021-02-28,411,9,481,2170,3083,4503,6485,2170,1,1,2475,0,1891.459938629854
2021-03-01,489,9,541,2033,3114,4486,6556,2033,1,1,2368,0,1898.7394939577557
2021-03-02,503,8,712,2134,3162,4989,6583,2134,1,1,2217,0,1897.0959845617615
2021-03-03,350,3,442,2075,2886,4425,6443,2075,1,1,2284,0,1894.300740440604
2021-03-04,373,7,333,2126,2857,4340,6218,2126,1,1,1952,0,1890.433083526141
2021-03-05,272,9,347,1987,2720,4157,5984,1987,1,1,1739,0,1885.045086726508
2021-03-06,236,6,405,1734,2634,3767,6220,1734,1,1,1502,0,1880.1665230774413
2021-03-07,102,5,437,1333,2325,3467,5408,1333,1,1,1568,0,1872.432948563088
2021-03-08,175,6,359,1158,2011,3233,5125,1158,1,1,1345,0,1862.341978296744
2021-03-09,230,6,307,1015,1738,3141,4900,1015,1,1,1261,0,1848.9937851206723
2021-03-10,282,6,362,1025,1670,3012,4556,1025,1,1,1166,0,1831.0373881118503
2021-03-11,223,6,452,1012,1520,2746,4377,1012,1,1,1123,0,1807.658444195811
2021-03-12,243,7,208,1153,1491,2486,4211,1153,1,1,1515,0,1782.2090327929034
2021-03-13,193,7,266,1171,1448,2329,4082,1171,1,1,1603,0,1756.5111914357692
2021-03-14,0,0,0,941,1346,1956,3671,941,0,0,1738,1,1731.8419638870555
2021-03-15,587,8,857,1246,1758,2271,3769,1246,1,1,1110,0,1705.76051907621
2021-03-16,268,3,270,1291,1796,2303,3534,1291,1,1,1291,0,1685.0752310926505
2021-03-17,224,4,233,1272,1738,2425,3408,1272,1,1,1248,0,1665.6214354236208
2021-03-18,182,5,306,1261,1697,2432,3217,1261,1,1,1396,0,1643.1108820946256
2021-03-19,105,6,204,1366,1559,2307,3050,1366,1,1,981,0,1625.7219063686966
2021-03-20,106,3,283,885,1472,2131,2920,885,1,1,784,0,1610.3759622422756
2021-03-21,106,3,373,723,1578,2014,2924,723,1,1,681,0,1591.1717900755443
2021-03-22,95,3,128,594,1086,1866,2844,594,1,1,510,0,1570.9971159787297
2021-03-23,72,0,276,484,890,1745,2686,484,1,1,428,0,1551.8944567030449
2021-03-24,121,0,112,500,787,1866,2525,500,1,1,538,0,1525.201750624105
2021-03-25,0,0,0,394,605,1279,2302,394,0,0,584,2,1496.969199199128
2021-03-26,0,0,0,288,500,1011,2059,288,0,0,555,2,1466.7187951710594
2021-03-27,265,2,829,458,659,1052,2131,458,1,1,243,0,1434.7927509434442
2021-03-28,31,1,99,417,584,901,2162,417,1,1,464,0,1405.4285761327662
2021-03-29,66,1,94,362,555,862,1641,362,1,1,547,0,1374.9653004317686
2021-03-30,25,0,267,387,508,781,1398,387,1,1,634,0,1343.3174201058926
2021-03-31,108,4,159,495,495,783,1282,495,1,1,349,0,1315.3251890509891
2021-04-01,118,4,89,348,613,806,1218,348,1,1,343,0,1288.4116248956384
2021-04-02,46,0,69,363,659,780,1159,363,1,1,414,0,1260.2111440749882
2021-04-03,63,0,67,360,457,722,1116,360,1,1,439,0,1233.3102346831004
2021-04-04,35,0,83,370,461,757,1045,370,1,1,443,0,1208.7670498239704
2021-04-05,65,0,78,327,460,822,1015,327,1,1,295,0,1182.7980740000455
2021-04-06,67,0,73,276,502,624,1010,276,1,1,397,0,1157.432066157474
2021-04-07,84,2,48,314,478,677,973,314,1,1,384,0,1132.315263610077
2021-04-08,0,0,0,251,360,611,973,251,0,0,433,1,1108.377267278544
2021-04-09,150,7,127,366,464,736,1123,366,1,1,286,0,1083.9479876699718
2021-04-10,67,2,82,368,468,695,925,368,1,1,302,0,1060.4046875281265
2021-04-11,0,0,0,301,433,577,894,301,0,0,403,1,1038.1155799101102
2021-04-12,68,3,99,285,436,599,896,285,1,1,381,0,1014.9551045531532
2021-04-13,0,0,0,285,369,536,871,285,0,0,373,1,994.0429674455124
2021-04-14,118,5,130,253,403,619,881,253,1,1,188,0,973.7537545313268
2021-04-15,46,0,74,232,449,600,809,232,1,1,405,0,952.7681373036746
2021-04-16,74,1,57,306,373,607,837,306,1,1,309,0,931.962527659648
2021-04-17,0,0,0,238,306,523,774,238,0,0,492,1,912.3634884904942
2021-04-18,145,5,68,383,451,668,884,383,1,1,358,0,892.2734764334612
2021-04-19,0,0,0,265,383,518,819,265,0,0,544,1,873.6464120984825
2021-04-20,109,0,112,328,492,560,861,328,1,1,361,0,855.6741496963275
2021-04-21,129,0,79,383,503,689,906,383,1,1,552,0,837.7164568869173
2021-04-22,87,0,55,470,544,708,993,470,1,1,498,0,822.9012539102707
2021-04-23,0,0,0,325,470,708,843,325,0,0,634,1,807.4611080626773
2021-04-24,211,2,128,536,681,801,987,536,1,1,353,0,792.1954050868507
2021-04-25,49,0,48,476,585,804,1036,476,1,1,386,0,779.9458656509439
2021-04-26,49,0,45,396,634,779,1017,396,1,1,381,0,768.8486387949446
2021-04-27,39,0,52,348,564,818,1056,348,1,1,448,0,755.2243862030125
2021-04-28,0,0,0,348,435,673,938,348,0,0,276,1,744.7514235889014
2021-04-29,82,0,76,219,430,755,974,219,1,1,233,0,733.675402070724
2021-04-30,57,1,52,227,487,703,957,227,1,1,237,0,720.6384202459338
2021-05-01,0,0,0,178,276,574,957,178,0,0,255,1,707.3177441110132
2021-05-02,88,3,86,227,315,575,900,227,1,1,262,0,693.9664172828893
2021-05-03,28,0,18,255,294,603,928,255,1,1,300,0,679.4669754708069
2021-05-04,0,0,0,173,255,392,819,173,0,0,271,1,665.7319713090259
2021-05-05,95,0,88,211,350,438,785,211,1,1,250,0,650.9680639435443
2021-05-06,60,0,129,271,328,449,758,271,1,1,237,0,637.6744259835057
2021-05-07,0,0,0,183,271,410,758,183,0,0,303,1,625.6777040471604
2021-05-08,74,0,86,229,345,484,621,229,1,1,313,0,612.0577931941715
2021-05-09,40,0,127,269,297,442,612,269,1,1,252,0,599.7773825505205
2021-05-10,34,0,82,208,303,419,597,208,1,1,288,0,589.0784931149623
2021-05-11,84,0,154,232,387,503,642,232,1,1,295,0,576.8546171707778
2021-05-12,0,0,0,232,292,415,642,232,0,0,371,1,565.8673261666115
2021-05-13,90,0,106,248,322,477,650,248,1,1,241,0,555.7915590695126
2021-05-14,57,0,47,265,379,534,650,265,1,1,305,0,545.2198046721713
2021-05-15,66,0,49,297,371,505,716,297,1,1,274,0,535.4494590920567
2021-05-16,0,0,0,213,331,445,628,213,0,0,377,1,526.2227998941476
2021-05-17,65,0,110,278,362,510,665,278,1,1,222,0,516.7977452101647
2021-05-18,62,0,53,250,340,498,727,250,1,1,168,0,508.43658683647647
2021-05-19,37,0,70,230,377,495,669,230,1,1,127,0,500.559160000422
